0.000000,0.495780
1.000000,0.103727
2.000000,0.085241
3.000000,0.433836
4.000000,0.237979
5.000000,0.086417
6.000000,0.359832
7.000000,0.637722
8.000000,0.027385
9.000000,0.094131
10.000000,0.059643
11.000000,0.444973
12.000000,0.232731
13.000000,0.326995
14.000000,0.315889
15.000000,0.216692
16.000000,0.284599
17.000000,0.076788
18.000000,0.473825
19.000000,0.238746
20.000000,0.305771
21.000000,0.078583
22.000000,0.088823
23.000000,0.069351
24.000000,0.292574
25.000000,0.137266
26.000000,0.070320
27.000000,0.458135
28.000000,0.693657
29.000000,0.365587
30.000000,0.454492
31.000000,0.188475
32.000000,0.199191
33.000000,0.044461
34.000000,0.267552
35.000000,0.271020
36.000000,0.575925
37.000000,0.273039
38.000000,0.144911
39.000000,0.332796
40.000000,0.126554
41.000000,0.175343
42.000000,0.575367
43.000000,0.103924
44.000000,0.149043
45.000000,0.486693
46.000000,0.078316
47.000000,0.406255
48.000000,0.524029
49.000000,0.407833
50.000000,0.142926
51.000000,0.438873
52.000000,0.049446
53.000000,0.612409
54.000000,0.263893
55.000000,0.342195
56.000000,0.256425
57.000000,0.129372
58.000000,0.055352
59.000000,0.051313
60.000000,0.206885
61.000000,0.341977
62.000000,0.231073
63.000000,0.562641
64.000000,0.023768
65.000000,0.519551
66.000000,0.456547
67.000000,0.207513
68.000000,0.046262
69.000000,0.090226
70.000000,0.274226
71.000000,0.298937
72.000000,0.261138
73.000000,0.007000
74.000000,0.357723
75.000000,0.112234
76.000000,0.266440
77.000000,0.027929
78.000000,0.196732
79.000000,0.230950
80.000000,0.265196
81.000000,0.278821
82.000000,0.133014
83.000000,0.055970
84.000000,0.093571
85.000000,0.029824
86.000000,0.397015
87.000000,0.049656
88.000000,0.307540
89.000000,0.132504
90.000000,0.063683
91.000000,0.110452
92.000000,0.044147
93.000000,0.243960
94.000000,0.224972
95.000000,0.095452
96.000000,0.236716
97.000000,0.345930
98.000000,0.064469
99.000000,0.482381
100.000000,0.145323
101.000000,0.224903
102.000000,0.187260
103.000000,0.065665
104.000000,0.318401
105.000000,0.224119
106.000000,0.043116
107.000000,0.034873
108.000000,0.307876
109.000000,0.574948
110.000000,0.599314
111.000000,0.435090
112.000000,0.088967
113.000000,0.590061
114.000000,0.407031
115.000000,0.010217
116.000000,0.432247
117.000000,0.157667
118.000000,0.714880
119.000000,0.395339
120.000000,0.234951
121.000000,0.080951
122.000000,0.225965
123.000000,0.652553
124.000000,0.184166
125.000000,0.015857
126.000000,0.062790
127.000000,0.448810
128.000000,0.287517
129.000000,0.024578
130.000000,0.539643
131.000000,0.724434
132.000000,0.203777
133.000000,0.167336
134.000000,0.115000
135.000000,0.257774
136.000000,0.244248
137.000000,0.253774
138.000000,0.652399
139.000000,0.495141
140.000000,0.204504
141.000000,0.401887
142.000000,0.311768
143.000000,0.559471
144.000000,0.348876
145.000000,0.363453
146.000000,0.166604
147.000000,0.194852
148.000000,0.219703
149.000000,0.263354
150.000000,0.160250
151.000000,0.054493
152.000000,0.418956
153.000000,0.142833
154.000000,0.153476
155.000000,0.356750
156.000000,0.023750
157.000000,0.499681
158.000000,0.451004
159.000000,0.238163
160.000000,0.237405
161.000000,0.105907
162.000000,0.429207
163.000000,0.068492
164.000000,0.582202
165.000000,0.125540
166.000000,0.493012
167.000000,0.317627
168.000000,0.114635
169.000000,0.770414
170.000000,0.401845
171.000000,0.653820
172.000000,0.300528
173.000000,0.205479
174.000000,0.155960
175.000000,0.222520
176.000000,0.164837
177.000000,0.395408
178.000000,0.302519
179.000000,0.357552
180.000000,0.188640
181.000000,0.359266
182.000000,0.224212
183.000000,0.033500
184.000000,0.509567
185.000000,0.689882
186.000000,0.267367
187.000000,0.036599
188.000000,0.276444
189.000000,0.382008
190.000000,0.007262
191.000000,0.280298
192.000000,0.430714
193.000000,0.515079
194.000000,0.181564
195.000000,0.043857
196.000000,0.365103
197.000000,0.733339
198.000000,0.443385
199.000000,0.558605
200.000000,0.200065
201.000000,0.222085
202.000000,0.035984
203.000000,0.088968
204.000000,0.345334
205.000000,0.294012
206.000000,0.426505
207.000000,0.654055
208.000000,0.371095
209.000000,0.258103
210.000000,0.174991
211.000000,0.184067
212.000000,0.204373
213.000000,0.421509
214.000000,0.187281
215.000000,0.355284
216.000000,0.277680
217.000000,0.176480
218.000000,0.120387
219.000000,0.494649
220.000000,0.055080
221.000000,0.082386
222.000000,0.253467
223.000000,0.064403
224.000000,0.094488
225.000000,0.153030
226.000000,0.405199
227.000000,0.096334
228.000000,0.341131
229.000000,0.230076
230.000000,0.256338
231.000000,0.110396
232.000000,0.277143
233.000000,0.053505
234.000000,0.089435
235.000000,0.198386
236.000000,0.149502
237.000000,0.176542
238.000000,0.403046
239.000000,0.719329
240.000000,0.185460
241.000000,0.018647
242.000000,0.409712
243.000000,0.192214
244.000000,0.257382
245.000000,0.433381
246.000000,0.237094
247.000000,0.238173
248.000000,0.403674
249.000000,0.133417
250.000000,0.330402
251.000000,0.276097
