id,Target
0,0.186044
1,0.081093
2,0.179226
3,0.47395
4,0.269706
5,0.077342
6,0.628459
7,0.745066
8,0.053414
9,0.303358
10,0.074867
11,0.48014
12,0.389422
13,0.306071
14,0.277541
15,0.125458
16,0.339073
17,0.07665
18,0.166051
19,0.381776
20,0.188102
21,0.115523
22,0.091391
23,0.079843
24,0.152952
25,0.055367
26,0.056578
27,0.341765
28,0.796404
29,0.430909
30,0.40472
31,0.133187
32,0.118886
33,0.050126
34,0.165267
35,0.176292
36,0.634476
37,0.160438
38,0.258348
39,0.517473
40,0.190756
41,0.115176
42,0.406579
43,0.128314
44,0.195295
45,0.436503
46,0.156907
47,0.483914
48,0.561405
49,0.308862
50,0.14381
51,0.429912
52,0.062926
53,0.631497
54,0.250141
55,0.381012
56,0.335136
57,0.101165
58,0.083436
59,0.072646
60,0.152493
61,0.349372
62,0.17061
63,0.553704
64,0.076887
65,0.372029
66,0.528525
67,0.130371
68,0.041027
69,0.103064
70,0.238978
71,0.166747
72,0.21897
73,0.068213
74,0.15209
75,0.135873
76,0.278881
77,0.064889
78,0.194442
79,0.282607
80,0.203729
81,0.243616
82,0.152819
83,0.053981
84,0.291439
85,0.064751
86,0.42733
87,0.084891
88,0.662423
89,0.14371
90,0.101634
91,0.156343
92,0.086579
93,0.167765
94,0.141741
95,0.105154
96,0.205497
97,0.403785
98,0.121162
99,0.368303
100,0.086908
101,0.136567
102,0.132908
103,0.048861
104,0.223935
105,0.232325
106,0.043429
107,0.051512
108,0.241656
109,0.713051
110,0.586405
111,0.415371
112,0.073022
113,0.673196
114,0.414816
115,0.056809
116,0.425705
117,0.12416
118,0.570228
119,0.416635
120,0.303327
121,0.104536
122,0.1687
123,0.675841
124,0.16323
125,0.039848
126,0.076065
127,0.308506
128,0.226338
129,0.05293
130,0.714347
131,0.623144
132,0.231381
133,0.287152
134,0.072757
135,0.150924
136,0.375149
137,0.295696
138,0.717504
139,0.637104
140,0.166324
141,0.304718
142,0.278841
143,0.397959
144,0.198853
145,0.388366
146,0.203266
147,0.146899
148,0.115917
149,0.258558
150,0.127793
151,0.0621
152,0.331425
