id,Target
0,0.161989
1,0.079484
2,0.137461
3,0.503174
4,0.2275
5,0.078304
6,0.494189
7,0.698885
8,0.018686
9,0.236036
10,0.042169
11,0.59051
12,0.206797
13,0.124357
14,0.271146
15,0.119798
16,0.288357
17,0.027375
18,0.265075
19,0.223265
20,0.231772
21,0.101854
22,0.034829
23,0.033865
24,0.142441
25,0.046865
26,0.020834
27,0.693707
28,0.846325
29,0.205452
30,0.347946
31,0.111802
32,0.081679
33,0.018193
34,0.094444
35,0.1346
36,0.742449
37,0.121655
38,0.073717
39,0.623164
40,0.126744
41,0.088161
42,0.467759
43,0.120803
44,0.195079
45,0.585377
46,0.207883
47,0.533571
48,0.750705
49,0.317132
50,0.114156
51,0.541201
52,0.056276
53,0.71903
54,0.332348
55,0.355623
56,0.422527
57,0.083377
58,0.063338
59,0.097876
60,0.171791
61,0.389057
62,0.141186
63,0.689193
64,0.034355
65,0.377405
66,0.570684
67,0.085384
68,0.027552
69,0.057265
70,0.290469
71,0.029089
72,0.363308
73,0.036437
74,0.144754
75,0.152131
76,0.604136
77,0.031929
78,0.205231
79,0.250338
80,0.256472
81,0.215761
82,0.145773
83,0.026572
84,0.200679
85,0.030914
86,0.242673
87,0.094472
88,0.644723
89,0.132446
90,0.107022
91,0.083989
92,0.080492
93,0.195889
94,0.162178
95,0.05019
96,0.297544
97,0.275601
98,0.10923
99,0.345905
100,0.058623
101,0.174647
102,0.257418
103,0.010432
104,0.377829
105,0.329603
106,0.046216
107,0.029611
108,0.234016
109,0.661788
110,0.538097
111,0.276634
112,0.044341
113,0.697031
114,0.373338
115,0.042567
116,0.485753
117,0.069475
118,0.559309
119,0.551354
120,0.114911
121,0.053879
122,0.181114
123,0.82932
124,0.138534
125,0.006358
126,0.068684
127,0.320287
128,0.127592
129,0.042331
130,0.695193
131,0.693202
132,0.227352
133,0.384403
134,0.05183
135,0.179648
136,0.388187
137,0.296334
138,0.803127
139,0.575821
140,0.263889
141,0.27381
142,0.2666
143,0.620749
144,0.286536
145,0.471388
146,0.256688
147,0.096514
148,0.114691
149,0.257046
150,0.1486
151,0.011776
152,0.278378
153,0.244785
154,0.076371
155,0.291017
156,0.014662
157,0.321999
158,0.489114
159,0.169215
160,0.262116
161,0.128257
162,0.344227
163,0.117295
164,0.435972
165,0.061865
166,0.770648
167,0.40192
168,0.241861
169,0.847084
170,0.148956
171,0.748387
172,0.25463
173,0.067834
174,0.043066
175,0.186054
176,0.068763
177,0.266282
178,0.351446
179,0.266086
180,0.265998
181,0.357375
182,0.187589
183,0.017343
184,0.376782
185,0.719437
186,0.237682
187,0.069543
188,0.525671
189,0.323535
190,0.027992
191,0.563234
192,0.455603
193,0.708907
194,0.124399
195,0.044971
196,0.298006
197,0.869812
198,0.2172
199,0.567991
200,0.249172
201,0.167734
202,0.015101
203,0.136081
204,0.310368
205,0.23117
206,0.431697
207,0.636359
208,0.281496
209,0.287557
210,0.169952
211,0.234651
212,0.0787
213,0.63028
214,0.147511
215,0.655286
216,0.140317
217,0.109401
218,0.027984
219,0.464735
220,0.11286
221,0.060933
222,0.084213
223,0.080945
224,0.061963
225,0.077077
226,0.362598
227,0.072754
228,0.234947
229,0.2075
230,0.039481
231,0.113212
232,0.222909
233,0.060687
234,0.12765
235,0.168401
236,0.092157
237,0.123109
238,0.597757
239,0.954002
240,0.317008
241,0.060137
242,0.388609
243,0.134092
244,0.315604
245,0.223274
246,0.212313
247,0.243811
248,0.681768
249,0.092792
250,0.122281
251,0.366188
252,0.431875
253,0.18006
254,0.053201
255,0.05634
256,0.063259
257,0.12859
258,0.067707
259,0.758402
260,0.105343
261,0.13335
262,0.336579
263,0.140162
264,0.298102
265,0.288643
266,0.056079
267,0.066502
268,0.289584
269,0.231973
270,0.142196
271,0.377229
272,0.193158
273,0.367513
274,0.522467
275,0.660792
276,0.024221
277,0.01757
278,0.020968
279,0.018111
280,0.090032
281,0.356511
282,0.050023
283,0.468792
284,0.066533
285,0.087044
286,0.594425
287,0.218765
288,0.095833
289,0.106142
290,0.914026
291,0.077825
292,0.279497
293,0.618285
294,0.131024
295,0.064857
296,0.68796
297,0.072334
298,0.280326
299,0.058607
300,0.097938
301,0.053432
302,0.253509
303,0.18184
304,0.181137
305,0.189191
306,0.241718
307,0.236978
308,0.080685
309,0.770041
310,0.105954
311,0.065143
312,0.028691
313,0.1629
314,0.148718
315,0.284916
316,0.351555
317,0.612469
318,0.416125
319,0.044873
320,0.447527
321,0.604595
322,0.301521
323,0.03843
324,0.051182
325,0.130868
326,0.200924
327,0.541881
328,0.185781
329,0.835798
330,0.027529
331,0.305851
332,0.513881
333,0.379197
334,0.1365
335,0.292601
336,0.574344
337,0.339014
338,0.4469
339,0.380368
340,0.224731
341,0.060449
342,0.555789
343,0.194334
344,0.267674
345,0.043981
346,0.666369
347,0.101936
348,0.183059
349,0.132763
350,0.402553
351,0.075258
352,0.154322
353,0.288917
354,0.247772
355,0.837112
356,0.197167
357,0.042374
358,0.124792
359,0.267753
360,0.11358
361,0.039703
362,0.212877
363,0.204738
364,0.031263
365,0.57245
366,0.378158
367,0.523012
368,0.409066
369,0.060658
370,0.233717
371,0.141745
372,0.637711
373,0.261232
374,0.350023
375,0.524395
376,0.312233
377,0.598675
378,0.035041
379,0.290809
380,0.337389
381,0.352508
382,0.331968
383,0.367223
384,0.14083
385,0.238161
386,0.033076
387,0.452463
388,0.127294
389,0.526823
390,0.34749
391,0.114245
392,0.047015
393,0.102321
394,0.672666
395,0.196776
396,0.215928
397,0.196622
398,0.173993
399,0.257779
400,0.53474
401,0.059965
402,0.111576
403,0.220758
404,0.326188
405,0.406195
406,0.37665
407,0.568438
408,0.396972
409,0.68662
410,0.215011
411,0.103686
412,0.505434
413,0.088491
414,0.184813
415,0.085212
416,0.280539
417,0.16848
418,0.157663
419,0.396031
420,0.534582
421,0.242803
422,0.898504
423,0.084699
424,0.373629
425,0.075268
426,0.073638
427,0.078557
428,0.145109
429,0.657829
430,0.045878
431,0.225089
432,0.489151
433,0.145438
434,0.172387
435,0.054324
436,0.214923
437,0.040751
438,0.207983
439,0.311652
440,0.024403
441,0.075198
442,0.04096
443,0.271271
444,0.102755
445,0.08372
446,0.110393
447,0.260422
448,0.075099
449,0.367798
450,0.073921
451,0.179195
452,0.42084
453,0.149295
454,0.281732
455,0.311615
456,0.59446
457,0.053826
458,0.245365
459,0.374604
460,0.024502
461,0.707822
462,0.221191
463,0.511645
464,0.776683
465,0.324607
466,0.05527
467,0.22617
468,0.209843
469,0.372394
470,0.1083
471,0.226266
472,0.424435
473,0.285999
474,0.644546
475,0.339456
476,0.05699
477,0.037996
478,0.02877
479,0.030421
480,0.216937
481,0.603258
482,0.45164
483,0.38826
484,0.12219
485,0.028265
486,0.326717
487,0.033897
488,0.200766
489,0.005376
490,0.522956
491,0.019276
492,0.1304
493,0.391368
494,0.160221
495,0.025003
496,0.137619
497,0.139953
498,0.310294
499,0.384439
500,0.036346
501,0.343869
502,0.412994
503,0.208216
504,0.036831
505,0.178078
506,0.491057
507,0.035082
508,0.892363
509,0.015726
510,0.063404
511,0.132534
512,0.532371
513,0.10312
514,0.092378
515,0.024322
516,0.214572
517,0.170365
518,0.014441
519,0.082816
520,0.170659
521,0.468793
522,0.044659
523,0.142815
524,0.250829
525,0.375547
526,0.472718
527,0.344239
528,0.150431
529,0.280963
530,0.608561
531,0.244017
532,0.195567
533,0.164675
534,0.163029
535,0.188929
536,0.021273
537,0.149131
538,0.070988
539,0.105928
540,0.210964
541,0.099885
542,0.023235
543,0.02108
544,0.01266
545,0.481532
546,0.056303
547,0.348965
548,0.267673
549,0.250812
550,0.041078
551,0.133961
552,0.05817
553,0.052474
554,0.077821
555,0.428824
556,0.36833
557,0.270369
558,0.071227
559,0.463967
560,0.030558
561,0.027303
562,0.722109
563,0.027681
564,0.037711
565,0.356271
566,0.036947
567,0.094331
568,0.107435
569,0.594889
570,0.091322
571,0.231863
572,0.146094
573,0.660557
574,0.884985
575,0.404852
576,0.171283
577,0.051933
578,0.197852
579,0.121472
580,0.257735
581,0.222665
582,0.063205
583,0.356944
584,0.173946
585,0.707409
586,0.061819
587,0.063852
588,0.224678
589,0.027219
590,0.067922
591,0.099896
592,0.140924
593,0.238088
594,0.170286
595,0.22691
596,0.310284
597,0.779597
598,0.345692
599,0.098417
600,0.224455
601,0.557408
602,0.655159
603,0.044111
604,0.213992
605,0.717664
606,0.532178
607,0.257547
608,0.118433
609,0.090596
610,0.363164
611,0.044148
612,0.470564
613,0.064548
614,0.085868
615,0.348947
616,0.088255
617,0.240721
618,0.275799
619,0.864129
620,0.143229
621,0.286452
622,0.082969
623,0.175883
624,0.547903
625,0.236607
626,0.056789
627,0.411875
628,0.136403
629,0.522261
630,0.039482
631,0.080695
632,0.663786
633,0.101588
634,0.073447
635,0.104845
636,0.337277
637,0.159551
638,0.083482
639,0.131205
640,0.24915
641,0.034727
642,0.400594
643,0.602125
644,0.07055
645,0.081521
646,0.484358
647,0.318952
648,0.160722
649,0.131754
650,0.323992
651,0.044724
652,0.278326
653,0.17979
654,0.082274
655,0.054628
656,0.103653
657,0.434337
658,0.32249
659,0.352413
660,0.090739
661,0.115631
662,0.080382
663,0.050492
664,0.719344
665,0.496044
666,0.051983
667,0.402312
668,0.048842
669,0.045967
670,0.317183
671,0.199947
672,0.815782
673,0.106736
674,0.254444
675,0.198074
676,0.15923
677,0.015161
678,0.633895
679,0.266393
680,0.523278
681,0.469568
682,0.10837
683,0.862009
684,0.166055
685,0.617755
686,0.50319
687,0.505205
688,0.049785
689,0.435599
690,0.14292
691,0.132124
692,0.133977
693,0.319404
694,0.333905
695,0.621314
696,0.340477
697,0.334447
698,0.023315
699,0.221547
700,0.075438
701,0.072921
702,0.13922
703,0.095971
704,0.66693
705,0.046062
706,0.369058
707,0.107693
708,0.238385
709,0.280651
710,0.145908
711,0.052796
712,0.614651
713,0.414484
714,0.194215
715,0.367765
716,0.0736
717,0.284731
718,0.272813
719,0.051372
720,0.086934
721,0.686156
722,0.162055
723,0.036687
724,0.209395
725,0.04605
726,0.078911
727,0.082027
728,0.154628
729,0.450455
730,0.085712
731,0.196606
732,0.815903
733,0.355134
734,0.211351
735,0.0142
736,0.138874
737,0.037227
738,0.174543
739,0.399363
740,0.471139
741,0.051955
742,0.360711
743,0.123564
744,0.072233
745,0.106397
746,0.167636
747,0.214407
748,0.075892
749,0.702031
750,0.426783
751,0.085849
752,0.044856
753,0.228521
754,0.110233
755,0.166815
756,0.051077
757,0.150646
758,0.045133
759,0.071521
760,0.142548
761,0.664251
762,0.131675
763,0.029058
764,0.049353
765,0.1952
766,0.233794
767,0.195506
768,0.202366
769,0.064857
770,0.683627
771,0.452677
772,0.526519
773,0.077422
774,0.117867
775,0.085852
776,0.087809
777,0.497961
778,0.077729
779,0.126191
780,0.351657
781,0.090776
782,0.205149
783,0.202059
784,0.4449
785,0.364775
786,0.029029
787,0.695677
788,0.028388
789,0.707166
790,0.619647
791,0.141292
792,0.398412
793,0.073857
794,0.54863
795,0.128877
796,0.62756
797,0.354538
798,0.038502
799,0.033495
800,0.320929
801,0.319188
802,0.046963
803,0.718804
804,0.255394
805,0.037681
806,0.155284
807,0.154174
808,0.434269
809,0.211527
810,0.101288
811,0.212325
812,0.01922
813,0.259934
814,0.144583
815,0.056623
816,0.116215
817,0.084738
818,0.568127
819,0.186395
820,0.086661
821,0.87204
822,0.029045
823,0.769923
824,0.039799
825,0.038322
826,0.374821
827,0.016252
828,0.207309
829,0.214055
830,0.208532
831,0.256646
832,0.124797
833,0.433139
834,0.119418
835,0.110159
836,0.121134
837,0.062465
838,0.350186
839,0.754983
840,0.096344
841,0.080346
842,0.412083
843,0.515359
844,0.124338
