Id,Target
0,0.159285
1,0.083149
2,0.180017
3,0.461799
4,0.256405
5,0.071238
6,0.6115
7,0.748059
8,0.04498
9,0.245774
10,0.069998
11,0.478725
12,0.418369
13,0.336089
14,0.296245
15,0.123594
16,0.326866
17,0.060774
18,0.160978
19,0.373627
20,0.196266
21,0.128792
22,0.0799
23,0.077356
24,0.16384
25,0.053033
26,0.050759
27,0.277987
28,0.773047
29,0.40914
30,0.357947
31,0.137564
32,0.135369
33,0.044993
34,0.193004
35,0.178811
36,0.57665
37,0.160031
38,0.264441
39,0.516838
40,0.195103
41,0.110438
42,0.411599
43,0.136869
44,0.188083
45,0.451271
46,0.17209
47,0.485718
48,0.601964
49,0.306532
50,0.140135
51,0.408673
52,0.055256
53,0.624018
54,0.233811
55,0.38622
56,0.341452
57,0.098967
58,0.079833
59,0.074776
60,0.179398
61,0.336206
62,0.156512
63,0.537806
64,0.072383
65,0.397096
66,0.521711
67,0.141947
68,0.035327
69,0.102761
70,0.237092
71,0.170843
72,0.216614
73,0.067668
74,0.166598
75,0.147162
76,0.28492
77,0.056903
78,0.206175
79,0.276433
80,0.200824
81,0.217799
82,0.161626
83,0.056169
84,0.291328
85,0.05441
86,0.413485
87,0.086808
88,0.665828
89,0.164568
90,0.095269
91,0.115818
92,0.088818
93,0.173445
94,0.150551
95,0.104867
96,0.219734
97,0.428286
98,0.133052
99,0.40364
100,0.093827
101,0.145014
102,0.130892
103,0.045374
104,0.238545
105,0.234317
106,0.038208
107,0.044518
108,0.20336
109,0.667462
110,0.595169
111,0.444143
112,0.073975
113,0.607286
114,0.428814
115,0.049681
116,0.411886
117,0.133242
118,0.581047
119,0.402558
120,0.32461
121,0.098764
122,0.16373
123,0.704555
124,0.181901
125,0.029639
126,0.074482
127,0.310726
128,0.270147
129,0.049913
130,0.701252
131,0.609017
132,0.238957
133,0.299708
134,0.072778
135,0.163051
136,0.406088
137,0.293976
138,0.70579
139,0.628251
140,0.168747
141,0.291393
142,0.299838
143,0.358897
144,0.187566
145,0.381883
146,0.209173
147,0.17235
148,0.116343
149,0.24363
150,0.141241
151,0.052144
152,0.339694
153,0.187259
154,0.136332
155,0.292094
156,0.027733
157,0.430278
158,0.530116
159,0.189415
160,0.166442
161,0.156208
162,0.288476
163,0.184031
164,0.493924
165,0.086696
166,0.525207
167,0.426994
168,0.200447
169,0.809659
170,0.299088
171,0.545209
172,0.301311
173,0.160325
174,0.059308
175,0.242324
176,0.124594
177,0.322851
178,0.330585
179,0.249879
180,0.215004
181,0.289528
182,0.247966
183,0.039576
184,0.607388
185,0.626151
186,0.280407
187,0.10577
188,0.364374
189,0.325199
190,0.036431
191,0.423802
192,0.377166
193,0.512127
194,0.203086
195,0.070901
196,0.316412
197,0.797882
198,0.459274
199,0.529831
200,0.211633
201,0.191449
202,0.042365
203,0.166929
204,0.293799
205,0.263107
206,0.443215
207,0.657395
208,0.248277
209,0.275375
210,0.198676
211,0.205428
212,0.122742
213,0.533301
214,0.155917
215,0.42128
216,0.196642
217,0.15226
218,0.076721
219,0.419097
220,0.168461
221,0.09054
222,0.158049
223,0.096182
224,0.117511
225,0.117377
226,0.219354
227,0.097907
228,0.389838
229,0.207172
230,0.103208
231,0.111312
232,0.246339
233,0.083599
234,0.131618
235,0.186534
236,0.133539
237,0.132694
238,0.429471
239,0.847143
240,0.274258
241,0.067056
242,0.405262
243,0.19442
244,0.272791
245,0.119283
246,0.242356
247,0.184212
248,0.602775
249,0.119898
250,0.159288
251,0.332586
252,0.40107
253,0.204353
254,0.055072
255,0.119296
256,0.055801
257,0.141728
258,0.160525
259,0.653267
260,0.113314
261,0.144562
262,0.302859
263,0.226814
264,0.4472
265,0.338493
266,0.076127
267,0.160704
268,0.250787
269,0.306338
270,0.166417
271,0.376295
272,0.226953
273,0.371216
274,0.456961
275,0.592005
276,0.086534
277,0.042774
278,0.055176
279,0.049738
280,0.106617
281,0.341068
282,0.100686
283,0.616415
284,0.056564
285,0.092738
286,0.588702
287,0.165976
288,0.066548
289,0.138282
290,0.79197
291,0.130669
292,0.321583
293,0.4026
294,0.108189
295,0.085036
296,0.661367
297,0.093801
298,0.265439
299,0.072193
300,0.16326
301,0.056044
302,0.211867
303,0.231237
304,0.22551
305,0.172876
306,0.273784
307,0.25564
308,0.115678
309,0.661391
310,0.152685
311,0.116213
312,0.043973
313,0.168782
314,0.167921
315,0.264092
316,0.240708
317,0.485808
318,0.503203
319,0.07332
320,0.372588
321,0.305921
322,0.259065
323,0.082121
324,0.073327
325,0.165543
326,0.174683
327,0.411182
328,0.292466
329,0.619839
330,0.05779
331,0.319231
332,0.570068
333,0.326738
334,0.18076
335,0.314791
336,0.46016
337,0.325407
338,0.490441
339,0.291328
340,0.174044
341,0.130763
342,0.450929
343,0.186448
344,0.265369
345,0.043811
346,0.55566
347,0.118364
348,0.184658
349,0.203499
350,0.300439
351,0.107726
352,0.182838
353,0.321951
354,0.386012
355,0.743477
356,0.170933
357,0.058414
358,0.194239
359,0.188157
360,0.133116
361,0.153178
362,0.313753
363,0.215024
364,0.050716
365,0.590349
366,0.328109
367,0.58609
368,0.312449
369,0.085363
370,0.275663
371,0.265362
372,0.55994
373,0.231373
374,0.432785
375,0.521119
376,0.299082
377,0.686794
378,0.059876
379,0.27291
380,0.398976
381,0.281501
382,0.41476
383,0.401046
384,0.153806
385,0.314589
386,0.078723
387,0.569812
388,0.420342
389,0.446725
390,0.286986
391,0.100673
392,0.07226
393,0.105103
394,0.647149
395,0.139872
396,0.287013
397,0.231944
398,0.221362
399,0.335686
400,0.490812
401,0.07974
402,0.084355
403,0.289286
404,0.336813
405,0.391827
406,0.439903
407,0.506474
408,0.320257
409,0.595915
410,0.229831
411,0.091525
412,0.340897
413,0.106689
414,0.153567
415,0.15973
416,0.301468
417,0.364271
418,0.290598
419,0.374485
420,0.539515
421,0.20172
422,0.725526
423,0.15524
424,0.333878
425,0.120158
426,0.080789
427,0.119517
428,0.123379
429,0.591755
430,0.058622
431,0.298851
432,0.482665
433,0.165497
434,0.20576
435,0.147709
436,0.078275
437,0.062087
438,0.165165
439,0.373438
440,0.041469
441,0.072947
442,0.215237
443,0.440459
444,0.229911
445,0.140159
446,0.07158
447,0.24252
448,0.097878
449,0.234606
450,0.158107
451,0.191037
452,0.376639
453,0.255665
454,0.353065
455,0.350699
456,0.550814
457,0.071068
458,0.489612
459,0.412067
460,0.076712
461,0.630334
462,0.363098
463,0.37779
464,0.765056
465,0.430695
466,0.056831
467,0.33224
468,0.205203
469,0.382247
470,0.163049
471,0.201839
472,0.340252
473,0.253729
474,0.742787
475,0.320759
476,0.087411
477,0.048525
478,0.053934
479,0.053766
480,0.302675
481,0.573063
482,0.410851
483,0.391597
484,0.098392
485,0.058108
486,0.348194
487,0.058772
488,0.176794
489,0.035616
490,0.526329
491,0.068055
492,0.16527
493,0.30473
494,0.305325
495,0.066873
496,0.162747
497,0.216101
498,0.203659
499,0.383586
500,0.046597
501,0.432834
502,0.439652
503,0.138725
504,0.076009
505,0.123698
506,0.412947
507,0.055591
508,0.787477
509,0.044228
510,0.077273
511,0.170204
512,0.400184
513,0.101447
514,0.155854
515,0.051041
516,0.233379
517,0.183832
518,0.045984
519,0.165731
520,0.315613
521,0.415625
522,0.084351
523,0.092379
524,0.17852
525,0.326943
526,0.307034
527,0.238958
528,0.184662
529,0.158228
530,0.463871
531,0.30066
532,0.240262
533,0.234336
534,0.157263
535,0.12461
536,0.039664
537,0.2065
538,0.130365
539,0.129242
540,0.148532
541,0.119578
542,0.091029
543,0.044657
544,0.039133
545,0.38971
546,0.112489
547,0.299984
548,0.312806
549,0.210528
550,0.103275
551,0.209143
552,0.079976
553,0.067342
554,0.129097
555,0.434752
556,0.401765
557,0.304925
558,0.088017
559,0.490449
560,0.097134
