id,Target
0,0.16134
1,0.088498
2,0.141814
3,0.511449
4,0.199971
5,0.067843
6,0.599131
7,0.756423
8,0.029622
9,0.220863
10,0.040032
11,0.468984
12,0.345924
13,0.218325
14,0.209157
15,0.12378
16,0.320858
17,0.039024
18,0.177357
19,0.297708
20,0.281528
21,0.105987
22,0.056373
23,0.049834
24,0.164255
25,0.034642
26,0.03065
27,0.401451
28,0.83898
29,0.262954
30,0.278283
31,0.121353
32,0.105161
33,0.030937
34,0.116942
35,0.199323
36,0.648638
37,0.143299
38,0.152411
39,0.552373
40,0.137069
41,0.111019
42,0.448489
43,0.124049
44,0.193019
45,0.505031
46,0.220634
47,0.517449
48,0.68529
49,0.295892
50,0.119974
51,0.428156
52,0.055591
53,0.668926
54,0.250117
55,0.431069
56,0.365016
57,0.094863
58,0.072235
59,0.083597
60,0.185788
61,0.328034
62,0.169024
63,0.601262
64,0.045366
65,0.358647
66,0.539055
67,0.100248
68,0.027027
69,0.07039
70,0.226131
71,0.096066
72,0.245274
73,0.04301
74,0.123691
75,0.146424
76,0.39375
77,0.031423
78,0.21125
79,0.267025
80,0.241784
81,0.219927
82,0.148375
83,0.038934
84,0.230353
85,0.043631
86,0.348531
87,0.083182
88,0.606776
89,0.180141
90,0.101649
91,0.092951
92,0.086846
93,0.179281
94,0.130902
95,0.082681
96,0.24447
97,0.394059
98,0.132472
99,0.376684
100,0.068221
101,0.170225
102,0.167813
103,0.023495
104,0.317655
105,0.277468
106,0.029424
107,0.034606
108,0.190968
109,0.72126
110,0.598361
111,0.317992
112,0.059383
113,0.660559
114,0.430463
115,0.048319
116,0.439661
117,0.102994
118,0.575279
119,0.508306
120,0.276511
121,0.087766
122,0.172212
123,0.699537
124,0.164672
125,0.012597
126,0.075531
127,0.303805
128,0.177181
129,0.045298
130,0.790431
131,0.641734
132,0.219556
133,0.341731
134,0.05334
135,0.179015
136,0.412473
137,0.231919
138,0.711384
139,0.615442
140,0.166651
141,0.264278
142,0.287017
143,0.487601
144,0.18896
145,0.437964
146,0.213007
147,0.103297
148,0.115811
149,0.234918
150,0.109487
151,0.023363
152,0.331702
153,0.186703
154,0.123237
155,0.250901
156,0.012865
157,0.406259
158,0.571995
159,0.16156
160,0.201197
161,0.139699
162,0.305111
163,0.141895
164,0.461867
165,0.069578
166,0.668791
167,0.446368
168,0.243089
169,0.833725
170,0.182945
171,0.694155
172,0.260278
173,0.12335
174,0.04871
175,0.229068
176,0.090898
177,0.284991
178,0.339795
179,0.264054
180,0.175372
181,0.362698
182,0.202417
183,0.024341
184,0.515182
185,0.699727
186,0.26272
187,0.086714
188,0.39019
189,0.36346
190,0.030675
191,0.4614
192,0.429461
193,0.66302
194,0.135012
195,0.053682
196,0.309857
197,0.850052
198,0.364159
199,0.510083
200,0.238804
201,0.171473
202,0.025482
203,0.168568
204,0.18903
205,0.232822
206,0.501709
207,0.665167
208,0.240738
209,0.27489
210,0.217588
211,0.180008
212,0.096124
213,0.584412
214,0.144271
215,0.54281
216,0.187348
217,0.12056
218,0.047742
219,0.417155
220,0.141476
221,0.071896
222,0.112845
223,0.077235
224,0.07857
225,0.095703
226,0.240498
227,0.088574
228,0.330309
229,0.181422
230,0.066582
231,0.106521
232,0.266461
233,0.062738
234,0.12982
235,0.176388
236,0.087118
237,0.141722
238,0.490553
239,0.927689
240,0.272974
241,0.06002
242,0.429333
243,0.189478
244,0.246997
245,0.179408
246,0.225703
247,0.199389
248,0.660231
249,0.087392
250,0.132431
251,0.242381
252,0.450063
253,0.159052
254,0.057642
255,0.088007
256,0.04939
257,0.120911
258,0.123962
259,0.785971
260,0.105882
261,0.137958
262,0.354996
263,0.183798
264,0.396346
265,0.34893
266,0.062208
267,0.101169
268,0.225227
269,0.298643
270,0.165137
271,0.362953
272,0.21309
273,0.414469
274,0.501212
275,0.642446
276,0.053332
277,0.033
278,0.039128
279,0.028122
280,0.099064
281,0.425192
282,0.066551
283,0.596928
284,0.037886
285,0.059969
286,0.654162
287,0.159278
288,0.080197
289,0.117224
290,0.875737
291,0.096648
292,0.328362
293,0.454656
294,0.100794
295,0.091154
296,0.636224
297,0.075871
298,0.323037
299,0.06608
300,0.131154
301,0.047409
302,0.214325
303,0.202281
304,0.16332
305,0.152406
306,0.247367
307,0.244424
308,0.090517
309,0.786153
310,0.161987
311,0.077266
312,0.034188
313,0.162482
314,0.147412
315,0.243257
316,0.255437
317,0.55553
318,0.495151
319,0.051079
320,0.4169
321,0.422622
322,0.271635
323,0.046226
324,0.05857
325,0.140046
326,0.163232
327,0.422303
328,0.236131
329,0.668941
330,0.034527
331,0.288779
332,0.622749
333,0.352963
334,0.134022
335,0.290771
336,0.559026
337,0.350314
338,0.466323
339,0.282889
340,0.18163
341,0.088477
342,0.515203
343,0.19748
344,0.262264
345,0.030578
346,0.606477
347,0.121838
348,0.199583
349,0.181273
350,0.370327
351,0.109109
352,0.165885
353,0.300381
354,0.336875
355,0.828966
356,0.169095
357,0.040247
